anio,cultivo,superficie_sembrada_ha,superficie_cosechada_ha,produccion_t,rendimiento_kg_ha,precio_chacra_soles_kg,precipitacion_mm_prom_ica,temp_max_c_prom_ica,temp_min_c_prom_ica
2020,Espárrago,,14657.349999999999,190467.029,12994.642892473743,3.3330354468856647,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Espárrago,,14267.349999999999,179526.06000000003,12582.999646044995,4.060236215845208,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Espárrago,,14284.849999999999,184063.68000000002,12885.237156847992,3.742645380120619,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Espárrago,,13302.85,170927.96000000002,12848.972964439952,4.798206161238922,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Fresa,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Fresa,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Fresa,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Fresa,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Frijol castilla,111.5,111.5,217.30899999999997,1948.9596412556052,2.6684647207432737,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Frijol castilla,512.5,501.0,987.0919999999999,1970.2435129740516,3.3302581724905074,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Frijol castilla,315.0,380.5,769.8100000000001,2023.1537450722735,3.5278951949182265,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Frijol castilla,227.0,240.0,560.3100000000001,2334.6250000000005,4.093542860202388,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Frijol de palo,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Frijol de palo,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Frijol de palo,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Frijol de palo,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Frijol loctao,60.0,80.0,172.0,2150.0,5.0249999999999995,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Frijol loctao,50.0,30.0,86.0,2866.6666666666665,5.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Frijol loctao,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Frijol loctao,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Frijol seco,227.5,227.5,377.13,1657.7142857142858,5.422543950361944,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Frijol seco,403.0,394.0,720.6979999999999,1829.182741116751,5.217154342040634,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Frijol seco,305.0,301.0,538.03,1787.4750830564783,5.2931806776573795,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Frijol seco,453.0,457.0,819.04,1792.2100656455143,5.940891775737449,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Frijol verde,15.0,15.0,67.03,4468.666666666667,2.5,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Frijol verde,6.0,6.0,27.92,4653.333333333333,2.6944842406876783,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Frijol verde,12.0,12.0,62.94,5245.0,3.1352081347314904,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Frijol verde,6.0,6.0,29.8,4966.666666666667,3.2474832214765104,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Garbanzo,189.5,189.5,291.839,1540.0474934036938,3.6406254818581476,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Garbanzo,71.0,71.0,126.7,1784.5070422535211,5.07817679558011,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Garbanzo,44.0,44.0,55.82,1268.6363636363635,5.821927624507344,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Garbanzo,276.5,276.5,510.59000000000003,1846.618444846293,5.727961769717386,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Grama azul,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Grama azul,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Grama azul,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Grama azul,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Grama chilena,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Grama chilena,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Grama chilena,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Grama chilena,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Gramalote,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Gramalote,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Gramalote,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Gramalote,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Granada,,2320.2,55339.15,23851.025773640205,0.7729270326703607,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Granada,,2386.7,58927.799999999996,24690.074160975408,0.8579969555965098,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Granada,,2696.7,62843.42,23303.823191307896,1.770786408505457,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Granada,,2907.5699999999997,73212.91,25180.102284725737,2.7072104428030523,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Granadilla,,4.0,23.0,5750.0,2.676086956521739,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Granadilla,,4.0,26.8,6700.0,2.7761194029850746,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Granadilla,,4.0,41.55,10387.5,2.8000000000000003,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Granadilla,,5.0,43.38,8676.0,2.467450437989857,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Guanabana,,30.0,260.4,8680.0,2.7342549923195087,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Guanabana,,30.0,261.59999999999997,8719.999999999998,2.6441131498470947,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Guanabana,,30.0,264.5,8816.666666666666,2.233648393194707,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Guanabana,,35.0,307.11,8774.57142857143,2.0166650385855234,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Guayaba,,1.0,5.2,5200.0,1.2,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Guayaba,,1.0,5.4,5400.0,1.2759259259259257,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Guayaba,,1.0,5.1,5100.0,1.2,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Guayaba,,1.0,5.92,5920.0,1.5067567567567568,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Guinda,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Guinda,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Guinda,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Guinda,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Haba seca,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Haba seca,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Haba seca,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Haba seca,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Haba verde,92.0,92.0,371.25,4035.3260869565215,1.3223164983164983,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Haba verde,15.0,15.0,180.0,12000.0,2.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Haba verde,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Haba verde,5.0,5.0,17.5,3500.0,1.8,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Higo,,185.25,763.8499999999999,4123.346828609986,3.1838973620475226,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Higo,,199.45,800.14,4011.7322637252446,2.5838878196315647,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Higo,,199.45,807.8299999999999,4050.288292805214,2.76206875208893,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Higo,,210.45,1312.37,6236.0180565454975,3.318669277718936,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Huasai,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Kiwicha,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Kiwicha,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Kiwicha,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Kiwicha,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Lechuga,67.5,69.5,372.85,5364.748201438849,0.9106879442134906,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Lechuga,74.60000000000001,75.00000000000001,410.63999999999993,5475.199999999998,0.9180406195207482,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Lechuga,60.4,64.5,407.2,6313.178294573643,1.1571954813359526,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Lechuga,85.0,86.5,527.67,6100.231213872832,1.2,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Lenteja,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Lenteja,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Lenteja,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Lenteja,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Lima,,1.0,7.6,7600.0,1.2,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Lima,,1.0,7.0,7000.0,1.5,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Lima,,1.0,7.62,7620.0,1.8,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Lima,,1.0,5.5,5500.0,2.5,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Limón dulce,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Limón dulce,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Limón dulce,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Limón dulce,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Limón sutíl,,73.06899999999999,1720.889,23551.560853439903,1.5162818171305645,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Limón sutíl,,73.069,1536.009,21021.349683176177,1.3266175523711123,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Limón sutíl,,78.07,1585.2200000000003,20305.1107980018,1.4859836489572422,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Limón sutíl,,78.07,1671.1199999999997,21405.405405405403,2.480881085738906,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Lucuma,,166.75,1904.7900000000002,11423.028485757122,2.359934690963308,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Lucuma,,175.2,1912.77,10917.636986301372,2.4243082022407294,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Lucuma,,185.2,2042.79,11030.183585313174,2.3315514565863356,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Lucuma,,181.2,1984.25,10950.60706401766,2.1551639158372176,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Maca,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Maca,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Maca,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Maca,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Mamey,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Mamey,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Mamey,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Mamey,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Mandarina,,3556.4900000000002,180665.32000000004,50798.77069807592,1.079502778950603,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Mandarina,,3668.5,179231.017,48856.7580755077,1.2963525615658364,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Mandarina,,4646.5,217968.77,46910.31313892177,1.075643125389018,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Mandarina,,4664.5,212989.52999999997,45661.81369921749,1.3089206262861843,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Mango,,670.3299999999999,7977.7570000000005,11901.238196112365,1.1294305655085757,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Mango,,641.99,7615.139000000001,11861.771990217918,1.1369927718981885,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Mango,,561.09,7186.4,12807.9274269725,1.2358673327396197,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Mango,,549.0899999999999,7018.03,12781.201624506002,1.6921274203729537,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Manzana,,145.78,1267.2799999999997,8693.099190561117,1.3744444795151824,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Manzana,,154.78,1263.6,8163.845458069517,1.4148496359607474,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Manzana,,154.78,1300.53,8402.44217599173,1.3413792838304386,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Manzana,,156.78,1355.9099999999999,8648.488327592804,1.487350930371485,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Maní,12.0,12.0,67.2,5600.000000000001,5.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Maní,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Maní,0.5,0.5,1.42,2840.0,4.5,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Maní,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Maracuyá,,15.79,79.75,5050.6649778340725,1.0117868338557994,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Maracuyá,,21.79,166.35,7634.235888022029,0.9920649233543736,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Maracuyá,,22.79,210.7,9245.283018867925,1.0092074038917893,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Maracuyá,,27.79,282.05,10149.334292911119,1.3967913490515866,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Marañón,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Marañón,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Marañón,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Marañón,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Mashua,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Mashua,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Mashua,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Mashua,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Maíz a. duro,15776.5,15370.0,141406.08,9200.135328562134,0.9729211014123296,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Maíz a. duro,20958.0,20970.5,193850.858,9243.978827400395,1.3206597422952855,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Maíz a. duro,17915.0,18093.0,164894.11000000002,9113.69645719339,1.5365465115764292,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Maíz a. duro,19526.3,19971.8,181260.87,9075.84043501337,1.2751971079031013,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Maíz amiláceo,31.0,31.0,168.69,5441.612903225806,2.473649890331377,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Maíz amiláceo,89.0,89.0,381.771,4289.56179775281,2.3152649101162734,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Maíz amiláceo,68.5,68.5,250.33999999999997,3654.5985401459848,2.1791483582328035,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Maíz amiláceo,61.0,61.0,199.99,3278.5245901639346,2.0414320716035803,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Maíz chala,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Maíz chala,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Maíz chala,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Maíz chala,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Maíz choclo,1159.5,1159.5,19469.699,16791.460974558,1.0650680064442701,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Maíz choclo,1429.5,1438.5,23393.255,16262.255822036845,1.0381362277288901,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Maíz choclo,1087.0,1072.0,17420.73,16250.680970149255,1.618864594078434,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Maíz choclo,1430.0,1430.0,16639.47,11635.993006993009,1.5199681840827863,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Maíz morado,136.5,135.5,864.67,6381.328413284132,1.9975030936657914,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Maíz morado,96.5,96.5,459.47900000000004,4761.440414507772,2.774356608245425,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Maíz morado,84.0,85.0,416.57,4900.823529411765,2.949816357394915,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Maíz morado,145.5,143.5,764.64,5328.501742160278,2.962636011717933,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Melocotón,,101.5,623.85,6146.305418719212,2.3798589404504287,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Melocotón,,98.5,615.1600000000001,6245.279187817259,2.106554392353208,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Melocotón,,95.5,616.88,6459.476439790576,2.1354104526001816,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Melocotón,,95.5,611.0799999999999,6398.743455497382,2.2548307913857433,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Melón,191.0,175.5,4637.709999999999,26425.698005698,0.6530890245401287,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Melón,135.5,155.0,4489.329,28963.412903225806,0.7623768050860162,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Melón,137.5,109.0,3738.85,34301.37614678899,1.2433399842197466,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Melón,174.5,230.5,7242.32,31420.043383947937,1.0393890493653968,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Membrillo,,24.0,188.45000000000002,7852.083333333334,0.9980100822499337,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Membrillo,,24.0,189.9,7912.500000000001,1.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Membrillo,,24.2,190.39999999999998,7867.7685950413215,1.130094537815126,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Membrillo,,24.0,188.05,7835.416666666667,1.560249933528317,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Nabo,36.0,40.5,219.837,5428.074074074074,0.9406635370751966,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Nabo,49.5,51.1,289.594,5667.20156555773,0.9414254784284205,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Nabo,41.95,28.85,172.54999999999998,5980.935875216636,1.1471457548536657,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Nabo,54.0,67.0,414.40000000000003,6185.074626865672,1.2,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Naranja,,1018.6800000000001,32104.239999999994,31515.529901441074,1.3216041557127658,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Naranja,,1039.239,33496.9,32232.14294305737,1.31845675271443,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Naranja,,994.74,32652.019999999997,32824.67780525564,1.712529515784935,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Naranja,,1003.19,30959.38,30860.93362174663,1.8814759371796201,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Nispero,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Nispero,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Nispero,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Nispero,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Nuez,,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Oca,11.0,11.0,24.8,2254.5454545454545,1.2,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Oca,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Oca,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2023,Oca,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2020,Olluco,0.0,0.0,0.0,0.0,0.0,0.017523053420288478,29.24518545226556,13.02798579572429
2021,Olluco,4.0,4.0,13.65,3412.5,1.8494505494505495,0.017523053420288478,29.24518545226556,13.02798579572429
2022,Olluco,4.0,4.0,12.52,3130.0,1.8000000000000003,0.017523053420288478,29.24518545226556,13.02798579572429
